Analyzer,Year,PhotoID,Grid.ID,Depth,Replicate,Grid.No,Grid.Area.cm,Area.Covered.cm,SpeciesID,Species.Count,Org.Area.cm,Notes,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8738,1_3_16,100,3,16,79.042,43.166,barnacle,21.000,7.523,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8739,1_3_17,100,3,17,80.351,52.272,spirobis_sp,37.000,2.338,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8739,1_3_17,100,3,17,80.351,52.272,Crisia_sp,7.000,2.057,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8739,1_3_17,100,3,17,80.351,52.272,Lichenopora,24.000,6.748,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8739,1_3_17,100,3,17,80.351,52.272,Chlamys_rhubida,1.000,0.151,scallop,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8739,1_3_17,100,3,17,80.351,52.272,calcareous_tubeworm,40.000,16.14,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8739,1_3_17,100,3,17,80.351,52.272,barnacle,51.000,9.54,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8740,1_3_18,100,3,18,97.69,61.23,spirobis_sp,40.000,1.491,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8740,1_3_18,100,3,18,97.69,61.23,Corella_willmeriana,1.000,0.037,transparent sea squirt alike,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8740,1_3_18,100,3,18,97.69,61.23,Chelysoma_productum,1.000,0.136,chordata. transparent circular blob with yellow internal body parts on top. ,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8740,1_3_18,100,3,18,97.69,61.23,Pododesmus_macrochisma,8.000,1.206,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8740,1_3_18,100,3,18,97.69,61.23,calcareous_tubeworm,42.000,15.793,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8740,1_3_18,100,3,18,97.69,61.23,barnacle,23.000,9.024,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8741,1_3_19,100,3,19,74.253,49.433,spirobis_sp,12.000,0.467,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8741,1_3_19,100,3,19,74.253,49.433,Crisia_sp,7.000,0.897,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8741,1_3_19,100,3,19,74.253,49.433,Pododesmus_macrochisma,3.000,0.294,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8741,1_3_19,100,3,19,74.253,49.433,Chelysoma_productum,1.000,0.06,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8741,1_3_19,100,3,19,74.253,49.433,Eulalia_quadrioculata,3.000,0.292,segmented worm annelida,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8741,1_3_19,100,3,19,74.253,49.433,barnacle,85.000,16.091,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8741,1_3_19,100,3,19,74.253,49.433,calcareous_tubeworm,25.000,7.778,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8741,1_3_19,100,3,19,74.253,49.433,Lichenopora,19.000,2.301,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8742,1_3_20,100,3,20,73.085,61.524,spirobis_sp,1.000,0.045,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8742,1_3_20,100,3,20,73.085,61.524,calcareous_tubeworm,21.000,5.972,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8742,1_3_20,100,3,20,73.085,61.524,Pododesmus_macrochisma,2.000,0.492,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8742,1_3_20,100,3,20,73.085,61.524,Lichenopora,16.000,1.733,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8742,1_3_20,100,3,20,73.085,61.524,barnacle,161.000,46.901,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8743,1_3_21,100,3,21,60.701,52.288,calcareous_tubeworm,10.000,1.443,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8743,1_3_21,100,3,21,60.701,52.288,Lichenopora,30.000,2.298,,,,,,,,,,,,,,,,,,
Anh,2022,DSCN8743,1_3_21,100,3,21,60.701,52.288,barnacle,179.000,48.23,,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep1(6).JPEG,1_1_6,100,1,6,78.581,55.734,Lichenopora,13,0.353,QC,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep1(16).JPEG,1_1_16,100,1,16,70.854,50.09,Lichenopora,39,1.956,QC,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep1(6).JPEG,1_1_6,100,1,6,78.581,55.734,Lichenopora,13.000,0.353,Grid Hanging off plate QC,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep1(16).JPEG,1_1_16,100,1,16,70.854,50.09,Lichenopora,39.000,1.956,Grid Hanging off plate QC,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep2 (18).JPG,1_2_18,100,2,18,70.782,47.075,Pododesmus_macrochisma,3.000,6.939,QC Grid Hanging off plate,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep2 (18).JPG,1_2_18,100,2,18,70.782,47.075,Ulva,4.000,1.417,QC Grid Hanging off plate,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep2 (18).JPG,1_2_18,100,2,18,70.782,47.075,calcareous_tubeworm,3.000,0.616,QC Grid Hanging off plate,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep2 (18).JPG,1_2_18,100,2,18,70.782,47.075,Lichenopora,22.000,1.222,QC Grid Hanging off plate,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep2 (20).JPG,1_2_20,100,2,20,56.812,41.298,Lichenopora,29.000,2.07,QC Grid Hanging off plate,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep3 (6).JPG,1_3_6,100,3,6,84.324,58.447,calcareous_tubeworm,2.000,0.827,QC,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep3 (6).JPG,1_3_6,100,3,6,84.324,58.447,Lichenopora,28.000,3.697,QC,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep3 (12).JPG,1_3_12,100,3,12,82.859,60.243,calcareous_tubeworm,3.000,1.046,QC,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep3 (12).JPG,1_3_12,100,3,12,82.859,60.243,Lichenopora,31.000,2.348,QC,,,,,,,,,,,,,,,,,
